swe1_id	row	source	anchor	quoted	asserted_by	candidate	axis	feasible	note
SWE1-Diagnostics-315	322	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-418;NR1L-DIAG-419		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-316	323	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-420		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-317	324	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-421		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-318	325	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-422;NR1L-DIAG-423		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-319	326	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-424		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-320	327	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-425		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-321	328	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-426;NR1L-DIAG-427		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-322	329	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-428		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-323	330	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-429		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-324	331	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-430;NR1L-DIAG-431		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-325	332	CFTS004-INFO	CFTS004-4939842	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-432		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-326	333	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-541		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-327	334	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-542;NR1L-DIAG-543		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-328	335	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-544		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-334	341	CFTS004-INFO	CFTS004-4939683	The following data shall be readable from and writeable to this DID:	NR1L-DIAG-022;NR1L-DIAG-023		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-335	342	CFTS004-INFO	CFTS004-4939683	The following data shall be readable from and writeable to this DID:	NR1L-DIAG-024;NR1L-DIAG-025		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-340-002	348	CFTS004-INFO	CFTS004-4939683	The following data shall be readable from and writeable to this DID:	NR1L-DIAG-026;NR1L-DIAG-027		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-341	349	CFTS004-INFO	CFTS004-4939683	The following data shall be readable from and writeable to this DID:	NR1L-DIAG-028;NR1L-DIAG-029		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-342	350	CFTS004-INFO	CFTS004-4939683	The following data shall be readable from and writeable to this DID:	NR1L-DIAG-030;NR1L-DIAG-031		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-343	351	CFTS004-INFO	CFTS004-4939683	The following data shall be readable from and writeable to this DID:	NR1L-DIAG-032;NR1L-DIAG-033		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-349	357	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-232		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-350	358	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-233;NR1L-DIAG-234		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-351	359	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-235		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-352	360	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-236		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-353	361	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-237;NR1L-DIAG-238		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-354	362	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-239		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-355	363	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-240		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-356	364	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-241;NR1L-DIAG-242		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-357	365	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-243		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-358	366	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-244		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-359	367	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-245;NR1L-DIAG-246		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-360	368	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-247		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-361	369	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-248		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-362	370	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-249;NR1L-DIAG-250		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-363	371	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-251		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-364	372	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-252		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-365	373	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-253;NR1L-DIAG-254		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-366	374	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-255		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-367	375	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-256		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-368	376	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-257;NR1L-DIAG-258		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-369	377	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-259		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-370	378	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-260		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-371	379	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-261;NR1L-DIAG-262		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-372	380	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-263		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-373	381	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-264		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-374	382	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-265;NR1L-DIAG-266		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-375	383	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-267		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-376	384	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-268		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-377	385	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-269;NR1L-DIAG-270		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-378	386	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-271		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-379	387	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-272		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-380	388	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-273;NR1L-DIAG-274		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-381	389	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-275		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-382	390	CFTS004-INFO	CFTS004-4939714	When requested via this DID, the radio shall report the following information as provided by the internal GPS receiver.	NR1L-DIAG-276		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-5）
SWE1-Diagnostics-383	391	CFTS004-INFO	CFTS004-4939627	"The document, ""CIP Screen Test Patterns"" shall define test patterns."	NR1L-DIAG-052		節內補充	N	外部缺件（已以 `<test pattern byte>` 佔位）
SWE1-Diagnostics-384	392	CFTS004-INFO	CFTS004-4939627	"The document, ""CIP Screen Test Patterns"" shall define test patterns."	NR1L-DIAG-053;NR1L-DIAG-054		節內補充	N	外部缺件（已以 `<test pattern byte>` 佔位）
SWE1-Diagnostics-385	393	CFTS004-INFO	CFTS004-4939627	"The document, ""CIP Screen Test Patterns"" shall define test patterns."	NR1L-DIAG-055		節內補充	N	外部缺件（已以 `<test pattern byte>` 佔位）
