tc_id	req_id	field	item	before	after
2. Open the climate screen
3. Adjust the temperature across its whole range"
NR1L-ComfortHMI-098	SWE1-HVAC-110-01	expected_result	M9-compound	"1. The climate screen shows the temperature setting
2. The settings available are LO, 60 to 84, HI"	"1. The temperature units are English
2. The climate screen shows the temperature setting
3. The settings available are LO, 60 to 84, HI"
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	test_procedure	M9-compound	"1. Set the temperature units to Metric and open the climate screen
2. Adjust the temperature across its whole range"	"1. Set the temperature units to Metric
2. Open the climate screen
3. Adjust the temperature across its whole range"
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	expected_result	M9-compound	"1. The climate screen shows the temperature setting
2. The settings available are LO, 16 to 28, HI"	"1. The temperature units are Metric
2. The climate screen shows the temperature setting
3. The settings available are LO, 16 to 28, HI"
NR1L-ComfortHMI-237	SWE1-HVAC-113-01	test_procedure	M9-compound	"1. Turn ""A/C"" off and select an airflow mode other than Windshield on the climate screen
2. Press ""MAX DEF"" and read the ""A/C"" button and the airflow mode"	"1. Turn ""A/C"" off on the climate screen
2. Select an airflow mode other than Windshield on the climate screen
3. Press ""MAX DEF"" and read the ""A/C"" button and the airflow mode"
NR1L-ComfortHMI-237	SWE1-HVAC-113-01	expected_result	M9-compound	"1. The ""A/C"" button is not highlighted and the selected airflow mode is active
2. The ""A/C"" button is highlighted and the Windshield airflow mode is active"	"1. The ""A/C"" button is not highlighted
2. The selected airflow mode is active
3. The ""A/C"" button is highlighted and the Windshield airflow mode is active"
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	test_procedure	M9-compound	"1. Select a known airflow mode on the climate screen, then press ""MAX DEF""
2. Wait without further interaction until ""MAX DEF"" is no longer highlighted"	"1. Select a known airflow mode on the climate screen
2. Press ""MAX DEF""
3. Wait without further interaction until ""MAX DEF"" is no longer highlighted"
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	expected_result	M9-compound	"1. The ""MAX DEF"" button is highlighted
2. The ""MAX DEF"" button is no longer highlighted and the airflow mode is the one selected in step 1"	"1. The selected airflow mode is active
2. The ""MAX DEF"" button is highlighted
3. The ""MAX DEF"" button is no longer highlighted and the airflow mode is the one selected in step 1"
NR1L-ComfortHMI-245	SWE1-HVAC-113-09	test_procedure	M9-compound	"1. Select a known airflow mode, then press ""MAX DEF""
2. Change the temperature and read the ""MAX DEF"" button"	"1. Select a known airflow mode
2. Press ""MAX DEF""
3. Change the temperature and read the ""MAX DEF"" button"
NR1L-ComfortHMI-245	SWE1-HVAC-113-09	expected_result	M9-compound	"1. The ""MAX DEF"" button is highlighted
2. ""MAX DEF"" is no longer highlighted and the airflow mode is the one selected in step 1"	"1. The selected airflow mode is active
2. The ""MAX DEF"" button is highlighted
3. ""MAX DEF"" is no longer highlighted and the airflow mode is the one selected in step 1"
NR1L-ComfortHMI-421	SWE1-HVAC-113-09	test_procedure	M9-compound	"1. Select a known airflow mode, then press ""MAX DEF""
2. Change RECIRC and read the ""MAX DEF"" button"	"1. Select a known airflow mode
2. Press ""MAX DEF""
3. Change RECIRC and read the ""MAX DEF"" button"
NR1L-ComfortHMI-421	SWE1-HVAC-113-09	expected_result	M9-compound	"1. The ""MAX DEF"" button is highlighted
2. ""MAX DEF"" is no longer highlighted and the airflow mode is the one selected in step 1"	"1. The selected airflow mode is active
2. The ""MAX DEF"" button is highlighted
3. ""MAX DEF"" is no longer highlighted and the airflow mode is the one selected in step 1"
NR1L-ComfortHMI-422	SWE1-HVAC-113-09	test_procedure	M9-compound	"1. Select a known airflow mode, then press ""MAX DEF""
2. Select another airflow mode and read the ""MAX DEF"" button"	"1. Select a known airflow mode
2. Press ""MAX DEF""
3. Select another airflow mode and read the ""MAX DEF"" button"
NR1L-ComfortHMI-422	SWE1-HVAC-113-09	expected_result	M9-compound	"1. The ""MAX DEF"" button is highlighted
2. ""MAX DEF"" is no longer highlighted"	"1. The selected airflow mode is active
2. The ""MAX DEF"" button is highlighted
3. ""MAX DEF"" is no longer highlighted"
NR1L-ComfortHMI-246	SWE1-HVAC-113-10	test_procedure	M9-compound	"1. Select a known airflow mode, then press ""MAX DEF""
2. Press ""A/C"" and read the ""MAX DEF"" button, the airflow mode and the ""A/C"" button"	"1. Select a known airflow mode
2. Press ""MAX DEF""
3. Press ""A/C"" and read the ""MAX DEF"" button, the airflow mode and the ""A/C"" button"
NR1L-ComfortHMI-246	SWE1-HVAC-113-10	expected_result	M9-compound	"1. The ""MAX DEF"" button is highlighted
2. ""MAX DEF"" is no longer highlighted, the airflow mode is the one selected in step 1 and ""A/C"" is not highlighted"	"1. The selected airflow mode is active
2. The ""MAX DEF"" button is highlighted
3. ""MAX DEF"" is no longer highlighted, the airflow mode is the one selected in step 1 and ""A/C"" is not highlighted"
NR1L-ComfortHMI-233	SWE1-HVAC-119-09	test_procedure	M9-compound	"1. Set a known airflow mode and temperature, then press ""MAX A/C""
2. Change the temperature and read the airflow mode and the ""A/C"" button"	"1. Set a known airflow mode and temperature
2. Press ""MAX A/C""
3. Change the temperature and read the airflow mode and the ""A/C"" button"
NR1L-ComfortHMI-233	SWE1-HVAC-119-09	expected_result	M9-compound	"1. The ""MAX A/C"" button is highlighted
2. The airflow mode is the one set in step 1, the temperature is the one just changed to, and ""A/C"" is highlighted"	"1. The climate screen shows the airflow mode and temperature set
2. The ""MAX A/C"" button is highlighted
3. The airflow mode is the one set in step 1, the temperature is the one just changed to, and ""A/C"" is highlighted"
NR1L-ComfortHMI-234	SWE1-HVAC-119-10	test_procedure	M9-compound	"1. Set a known airflow mode, then press ""MAX A/C""
2. Press ""A/C"" and read the ""MAX A/C"" button, the airflow mode and the ""A/C"" button"	"1. Set a known airflow mode
2. Press ""MAX A/C""
3. Press ""A/C"" and read the ""MAX A/C"" button, the airflow mode and the ""A/C"" button"
NR1L-ComfortHMI-234	SWE1-HVAC-119-10	expected_result	M9-compound	"1. The ""MAX A/C"" button is highlighted
2. ""MAX A/C"" is no longer highlighted, the airflow mode is the one set in step 1, and ""A/C"" is not highlighted"	"1. The selected airflow mode is active
2. The ""MAX A/C"" button is highlighted
3. ""MAX A/C"" is no longer highlighted, the airflow mode is the one set in step 1, and ""A/C"" is not highlighted"
NR1L-ComfortHMI-097	SWE1-HVAC-122-05	test_procedure	M9-compound	"1. Turn one seat control on and another seat control off, then leave the controls screen
2. Enter the controls screen"	"1. Turn one seat control on and another seat control off
2. Leave the controls screen
3. Enter the controls screen"
NR1L-ComfortHMI-097	SWE1-HVAC-122-05	expected_result	M9-compound	"1. The controls screen is no longer displayed
2. The controls screen shows one seat control active and the other inactive"	"1. The controls screen shows one seat control active and the other inactive
2. The controls screen is no longer displayed
3. The controls screen shows one seat control active and the other inactive"
NR1L-ComfortHMI-118	SWE1-HVAC-125-01	test_procedure	M9-compound	"1. Move the Comfort widget to its second screen and leave the home screen
2. Open the home screen"	"1. Move the Comfort widget to its second screen
2. Leave the home screen
3. Open the home screen"
NR1L-ComfortHMI-118	SWE1-HVAC-125-01	expected_result	M9-compound	"1. The home screen is no longer displayed
2. The Comfort widget shows the Climate screen"	"1. The Comfort widget shows its second screen
2. The home screen is no longer displayed
3. The Comfort widget shows the Climate screen"
NR1L-ComfortHMI-032	SWE1-HVAC-002-01	test_procedure	sibling-plan wb-006	"1. Open the climate screen
2. Change the fan speed using the fan speed hard control
3. Change the temperature on the climate screen"	"1. Open the climate screen
2. Change the fan speed using the fan speed hard control"
NR1L-ComfortHMI-032	SWE1-HVAC-002-01	expected_result	sibling-plan wb-006	"1. The climate screen shows the current fan speed and temperature
2. The fan speed shown on the climate screen is the one set by the hard control
3. The temperature indicated by the hard controls is the one set on the climate screen"	"1. The climate screen shows the current fan speed and temperature
2. The fan speed shown on the climate screen is the one set by the hard control"
NR1L-ComfortHMI-032	SWE1-HVAC-002-01	test_item	sibling-plan wb-006	"C1.) Whenever changes to the climate system are made via hard controls or touchscreen, these changes are reflected in both locations.

(change the temperature on the climate screen -> The temperature indicated by the hard controls is the one set on the climate screen)"	"C1.) Whenever changes to the climate system are made via hard controls or touchscreen, these changes are reflected in both locations.

(change the fan speed using the fan speed hard control -> The fan speed shown on the climate screen is the one set by the hard control)"
NR1L-ComfortHMI-131	SWE1-HVAC-003-05	test_procedure	M9-Note	"1. Note the state of the ""A/C"" button on the climate screen with AUTO off
2. Turn AUTO on and read the ""A/C"" button"	"1. Read the state of the ""A/C"" button on the climate screen with AUTO off and record it
2. Turn AUTO on and read the ""A/C"" button"
NR1L-ComfortHMI-057	SWE1-HVAC-009-05	test_procedure	M9-Note	"1. Note the temperature shown on the climate screen
2. Touch a spot in the temperature slider bar"	"1. Read the temperature shown on the climate screen and record it
2. Touch a spot in the temperature slider bar"
NR1L-ComfortHMI-391	SWE1-HVAC-009-05	test_procedure	M9-Note	"1. Note the temperature shown on the climate screen
2. Set the temperature to a value by voice command"	"1. Read the temperature shown on the climate screen and record it
2. Set the temperature to a value by voice command"
NR1L-ComfortHMI-058	SWE1-HVAC-009-06	test_procedure	M9-Note	"1. Note the temperature slider position
2. Press the temperature slider handle and move it"	"1. Read the temperature slider position and record it
2. Press the temperature slider handle and move it"
NR1L-ComfortHMI-061	SWE1-HVAC-010-03	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Press the fan up button on the climate screen"	"1. Read the fan speed shown on the climate screen and record it
2. Press the fan up button on the climate screen"
NR1L-ComfortHMI-393	SWE1-HVAC-010-03	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Touch a fan segment on the climate screen"	"1. Read the fan speed shown on the climate screen and record it
2. Touch a fan segment on the climate screen"
NR1L-ComfortHMI-394	SWE1-HVAC-010-03	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Slide across the fan segments on the climate screen"	"1. Read the fan speed shown on the climate screen and record it
2. Slide across the fan segments on the climate screen"
NR1L-ComfortHMI-062	SWE1-HVAC-010-04	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Press the fan down button on the climate screen repeatedly until the fan speed stops decreasing"	"1. Read the fan speed shown on the climate screen and record it
2. Press the fan down button on the climate screen repeatedly until the fan speed stops decreasing"
NR1L-ComfortHMI-395	SWE1-HVAC-010-04	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Turn the fan speed hard control down repeatedly until the fan speed stops decreasing"	"1. Read the fan speed shown on the climate screen and record it
2. Turn the fan speed hard control down repeatedly until the fan speed stops decreasing"
NR1L-ComfortHMI-155	SWE1-HVAC-012-03	test_procedure	M9-Note	"1. Note the fan speed on the climate screen
2. Turn ""FRONT DEF"" on and read the fan speed"	"1. Read the fan speed on the climate screen and record it
2. Turn ""FRONT DEF"" on and read the fan speed"
NR1L-ComfortHMI-001	SWE1-HVAC-076-01	test_procedure	M9-Note	"1. Note which tab is currently shown on the lower screen
2. Press ""-"" on the door seat control"	"1. Read which tab is currently shown on the lower screen and record it
2. Press ""-"" on the door seat control"
NR1L-ComfortHMI-003	SWE1-HVAC-076-03	test_procedure	M9-Note	"1. Note which tab is currently shown in the climate section on the head unit
2. Press ""-"" on the door seat control"	"1. Read which tab is currently shown in the climate section on the head unit and record it
2. Press ""-"" on the door seat control"
NR1L-ComfortHMI-106	SWE1-HVAC-111-03	test_procedure	M9-Note	"1. Note the temperature shown on the climate screen
2. Press the temperature up arrow on the climate screen"	"1. Read the temperature shown on the climate screen and record it
2. Press the temperature up arrow on the climate screen"
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	test_procedure	M9-Note	"1. Note the temperature shown on the climate screen
2. Touch the slider handle and drag it to another value"	"1. Read the temperature shown on the climate screen and record it
2. Touch the slider handle and drag it to another value"
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	test_procedure	M9-Note	"1. Note the temperature shown on the climate screen
2. Set the temperature to a value by voice command"	"1. Read the temperature shown on the climate screen and record it
2. Set the temperature to a value by voice command"
NR1L-ComfortHMI-416	SWE1-HVAC-111-05	test_procedure	M9-Note	"1. Note the temperature slider position
2. Press the slider handle and drag it"	"1. Read the temperature slider position and record it
2. Press the slider handle and drag it"
NR1L-ComfortHMI-112	SWE1-HVAC-112-04	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Press the fan up button on the climate screen"	"1. Read the fan speed shown on the climate screen and record it
2. Press the fan up button on the climate screen"
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Touch a fan segment on the climate screen"	"1. Read the fan speed shown on the climate screen and record it
2. Touch a fan segment on the climate screen"
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Slide across the fan segments on the climate screen"	"1. Read the fan speed shown on the climate screen and record it
2. Slide across the fan segments on the climate screen"
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Change the fan speed using the fan speed hard control"	"1. Read the fan speed shown on the climate screen and record it
2. Change the fan speed using the fan speed hard control"
NR1L-ComfortHMI-113	SWE1-HVAC-112-05	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Press the fan down button on the climate screen repeatedly until the fan speed stops decreasing"	"1. Read the fan speed shown on the climate screen and record it
2. Press the fan down button on the climate screen repeatedly until the fan speed stops decreasing"
NR1L-ComfortHMI-420	SWE1-HVAC-112-05	test_procedure	M9-Note	"1. Note the fan speed shown on the climate screen
2. Turn the fan speed hard control down repeatedly until the fan speed stops decreasing"	"1. Read the fan speed shown on the climate screen and record it
2. Turn the fan speed hard control down repeatedly until the fan speed stops decreasing"
NR1L-ComfortHMI-252	SWE1-HVAC-117-02	test_procedure	M9-Note	"1. Note the size and highlight of the Feet airflow mode button
2. Select the Feet airflow mode and read that button"	"1. Read the size and highlight of the Feet airflow mode button and record them
2. Select the Feet airflow mode and read that button"
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	test_procedure	M9-Note	"1. Note the main category label on the climate screen
2. Press the Mode hard control and read the main category label"	"1. Read the main category label on the climate screen and record it
2. Press the Mode hard control and read the main category label"
NR1L-ComfortHMI-036	SWE1-HVAC-002-05	test_item	R-C50	"If the user is outside of the climate main category and the temperature is changed through hard controls, a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius and for Fahrenheit do not show half degrees) being set, for MTC (if the MTC has a Climate screen) it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.

(change the temperature using the temperature hard control -> A pop-up comes down from the temperature in the status bar and displays the degree being set, in half degree increments)"	"a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius and for Fahrenheit do not show half degrees) being set

(change the temperature using the temperature hard control -> A pop-up comes down from the temperature in the status bar and displays the degree being set, in half degree increments)"
NR1L-ComfortHMI-037	SWE1-HVAC-002-05	test_item	R-C50	"If the user is outside of the climate main category and the temperature is changed through hard controls, a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius and for Fahrenheit do not show half degrees) being set, for MTC (if the MTC has a Climate screen) it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.

(change the temperature using the temperature hard control -> A pop-up comes down from the temperature in the status bar and displays the degree being set, without half degrees)"	"a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius and for Fahrenheit do not show half degrees) being set

(change the temperature using the temperature hard control -> A pop-up comes down from the temperature in the status bar and displays the degree being set, without half degrees)"
NR1L-ComfortHMI-038	SWE1-HVAC-002-06	test_item	R-C50	"If the user is outside of the climate main category and the temperature is changed through hard controls, a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius and for Fahrenheit do not show half degrees) being set, for MTC (if the MTC has a Climate screen) it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.

(continue altering the temperature using the temperature hard control -> The arrow moves with the temperature being set)"	"for MTC (if the MTC has a Climate screen) it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.

(continue altering the temperature using the temperature hard control -> The arrow moves with the temperature being set)"
NR1L-ComfortHMI-086	SWE1-HVAC-106-05	test_item	R-C50	"If the user is outside of the climate main category and the temperature is changed through hard controls, a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius) being set, for MTC it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.

(change the temperature using the temperature hard control -> A pop-up comes down from the temperature in the status bar)"	"If the user is outside of the climate main category and the temperature is changed through hard controls, a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered

(change the temperature using the temperature hard control -> A pop-up comes down from the temperature in the status bar)"
NR1L-ComfortHMI-087	SWE1-HVAC-106-06	test_item	R-C50	"If the user is outside of the climate main category and the temperature is changed through hard controls, a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius) being set, for MTC it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.

(change the temperature using the temperature hard control -> The pop-up displays the degree being set in half degree increments)"	"a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius) being set

(change the temperature using the temperature hard control -> The pop-up displays the degree being set in half degree increments)"
NR1L-ComfortHMI-088	SWE1-HVAC-106-07	test_item	R-C50	"If the user is outside of the climate main category and the temperature is changed through hard controls, a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius) being set, for MTC it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.

(change the temperature using the temperature hard control -> The pop-up displays a slider bar with the arrow pointing to the current setting)"	"for MTC it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.

(change the temperature using the temperature hard control -> The pop-up displays a slider bar with the arrow pointing to the current setting)"
NR1L-ComfortHMI-193	SWE1-HVAC-104-01	test_item	R-C50	"HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)

(read the status bar and the area below it -> The temperature pop-up is shown on the status bar and no drop down menu is shown)"	"HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)

(read the status bar and the area below it -> The temperature pop-up is shown on the status bar and no drop down menu is shown)"
NR1L-ComfortHMI-194	SWE1-HVAC-104-02	test_item	R-C50	"HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)

(read the screen for a fan speed pop-up -> A fan speed pop-up is shown)"	"-FAN Speed Pop-up: show for R1Low, do not show for R1H.

(read the screen for a fan speed pop-up -> A fan speed pop-up is shown)"
NR1L-ComfortHMI-195	SWE1-HVAC-104-03	test_item	R-C50	"HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)

(read the screen for an airflow mode pop-up -> No airflow mode pop-up is shown)"	"-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)

(read the screen for an airflow mode pop-up -> No airflow mode pop-up is shown)"
NR1L-ComfortHMI-196	SWE1-HVAC-104-04	test_item	R-C50	"HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)

(read the screen for a climate on/off pop-up -> No climate on/off pop-up is shown)"	"-Climate On/Off Pop-up: do not show (feedback is already on widget)

(read the screen for a climate on/off pop-up -> No climate on/off pop-up is shown)"
NR1L-ComfortHMI-197	SWE1-HVAC-104-05	test_item	R-C50	"HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)

(read the screen for an AUTO pop-up -> No AUTO pop-up is shown)"	"-Auto Pop-up: do not show (feedback is already on widget)

(read the screen for an AUTO pop-up -> No AUTO pop-up is shown)"
NR1L-ComfortHMI-198	SWE1-HVAC-104-06	test_item	R-C50	"HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)

(read the status bar and the area below it -> The heated seats pop-up is shown on the status bar and no drop down menu is shown)"	"-Heated Seats Pop-up: only on status bar (do not show drop down menu)

(read the status bar and the area below it -> The heated seats pop-up is shown on the status bar and no drop down menu is shown)"
NR1L-ComfortHMI-199	SWE1-HVAC-104-07	test_item	R-C50	"HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)

(read the status bar and the area below it -> The vented seats pop-up is shown on the status bar and no drop down menu is shown)"	"-Vented Seats Pop-up: only on status bar (do not show drop down menu)

(read the status bar and the area below it -> The vented seats pop-up is shown on the status bar and no drop down menu is shown)"
NR1L-ComfortHMI-200	SWE1-HVAC-104-08	test_item	R-C50	"HVACSB6.) When the Climate widget is shown on the currently displayed screen and the user interacts with climate controls, either soft or hard, pop ups will behave as follows:\n-Temperature Pop-up: only on status bar (do not show drop down menu)\n-FAN Speed Pop-up: show for R1Low, do not show for R1H.\n-Air Flow Mode (distribution) Pop-up: do not show (feedback is already on widget)\n-Climate On/Off Pop-up: do not show (feedback is already on widget)\n-Auto Pop-up: do not show (feedback is already on widget)\n-Heated Seats Pop-up: only on status bar (do not show drop down menu)\n-Vented Seats Pop-up: only on status bar (do not show drop down menu)\n-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)

(read the status bar and the area below it -> The heated steering wheel pop-up is shown on the status bar and no drop down menu is shown)"	"-Heated Steering Wheel Pop-up: only on status bar (do not show drop down menu)

(read the status bar and the area below it -> The heated steering wheel pop-up is shown on the status bar and no drop down menu is shown)"
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	test_item	R-C50	"ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.

(press the Mode hard control four times, reading the mode after each press -> The modes were Face/Feet, then Feet, then Feet/Windshield, then Windshield)"	"ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press

(press the Mode hard control four times, reading the mode after each press -> The modes were Face/Feet, then Feet, then Feet/Windshield, then Windshield)"
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	test_item	R-C50	"ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.

(press and hold the Mode hard control and read the airflow mode -> The Face/Feet airflow mode is active and the mode does not move further while the control is held)"	"the user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.

(press and hold the Mode hard control and read the airflow mode -> The Face/Feet airflow mode is active and the mode does not move further while the control is held)"
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	test_item	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted.

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	test_item	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the mode buttons -> The new mode button is highlighted)"	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted.

(press the Mode hard control and read the mode buttons -> The new mode button is highlighted)"
