sheet	row	col	tc_id	rule	old_text	new_text	mechanical
Test Case Specification&Result	239	13	NR1L-PowerManagement-230	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	240	12	NR1L-PowerManagement-231	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	240	12	NR1L-PowerManagement-231	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	240	13	NR1L-PowerManagement-231	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	240	13	NR1L-PowerManagement-231	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 0 (Sleep) is received	STATUS_TELEMATIC.PowerSts_Telematic = 0 (Sleep) is sent	Y
Test Case Specification&Result	241	12	NR1L-PowerManagement-232	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	241	13	NR1L-PowerManagement-232	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	251	12	NR1L-PowerManagement-242	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	251	13	NR1L-PowerManagement-242	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	252	12	NR1L-PowerManagement-243	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	254	12	NR1L-PowerManagement-245	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	254	13	NR1L-PowerManagement-245	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	255	12	NR1L-PowerManagement-246	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	255	13	NR1L-PowerManagement-246	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	264	12	NR1L-PowerManagement-255	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	264	13	NR1L-PowerManagement-255	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	266	12	NR1L-PowerManagement-257	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	266	13	NR1L-PowerManagement-257	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	267	12	NR1L-PowerManagement-258	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	267	13	NR1L-PowerManagement-258	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 6 (Bench) is received	STATUS_TELEMATIC.PowerSts_Telematic = 6 (Bench) is sent	Y
Test Case Specification&Result	270	12	NR1L-PowerManagement-261	P-v3→v4:send	Send the signal $STATUS_LIN.PN14_LS_Actv$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Actv = 1 (Active)	Y
Test Case Specification&Result	270	12	NR1L-PowerManagement-261	P-v3→v4:send	Send the signal $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Lvl7 = 1 (Active)	Y
Test Case Specification&Result	271	12	NR1L-PowerManagement-262	P-v3→v4:bare	$STATUS_LIN.PN14_LS_Actv$		N
Test Case Specification&Result	271	12	NR1L-PowerManagement-262	P-v3→v4:bare	$STATUS_LIN.PN14_LS_Lvl7$		N
Test Case Specification&Result	272	12	NR1L-PowerManagement-263	P-v3→v4:bare	$STATUS_LIN.PN14_LS_Actv$		N
Test Case Specification&Result	272	12	NR1L-PowerManagement-263	P-v3→v4:bare	$STATUS_LIN.PN14_LS_Lvl7$		N
Test Case Specification&Result	273	12	NR1L-PowerManagement-264	P-v3→v4:bare	$STATUS_LIN.PN14_LS_Actv$		N
Test Case Specification&Result	273	12	NR1L-PowerManagement-264	P-v3→v4:bare	$STATUS_LIN.PN14_LS_Lvl7$		N
Test Case Specification&Result	274	12	NR1L-PowerManagement-265	P-v3→v4:bare	$STATUS_LIN.PN14_LS_Actv$		N
Test Case Specification&Result	274	12	NR1L-PowerManagement-265	P-v3→v4:bare	$STATUS_LIN.PN14_LS_Lvl7$		N
Test Case Specification&Result	276	12	NR1L-PowerManagement-267	P-v3→v4:send	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	Send CAN: STATUS_LIN.Batt_ST_Crit = 1 (True)	Y
Test Case Specification&Result	281	12	NR1L-PowerManagement-272	P-v3→v4:send	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 0 (False)	Send CAN: STATUS_LIN.Batt_ST_Crit = 0 (False)	Y
Test Case Specification&Result	282	12	NR1L-PowerManagement-273	P-v3→v4:send	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 0 (False)	Send CAN: STATUS_LIN.Batt_ST_Crit = 0 (False)	Y
Test Case Specification&Result	283	12	NR1L-PowerManagement-274	P-v3→v4:send	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 0 (False)	Send CAN: STATUS_LIN.Batt_ST_Crit = 0 (False)	Y
Test Case Specification&Result	284	12	NR1L-PowerManagement-275	P-v3→v4:send	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 0 (False)	Send CAN: STATUS_LIN.Batt_ST_Crit = 0 (False)	Y
Test Case Specification&Result	285	12	NR1L-PowerManagement-276	P-v3→v4:send	Send the signal $STATUS_LIN.PN14_LS_Actv$ = 0 (Not_Active)	Send CAN: STATUS_LIN.PN14_LS_Actv = 0 (Not_Active)	Y
Test Case Specification&Result	285	12	NR1L-PowerManagement-276	P-v3→v4:send	Send the signal $STATUS_LIN.PN14_LS_Lvl7$ = 0 (Not_Active)	Send CAN: STATUS_LIN.PN14_LS_Lvl7 = 0 (Not_Active)	Y
Test Case Specification&Result	286	12	NR1L-PowerManagement-277	P-v3→v4:send	Send the signal $STATUS_LIN.PN14_LS_Actv$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Actv = 1 (Active)	Y
Test Case Specification&Result	286	12	NR1L-PowerManagement-277	P-v3→v4:send	Send the signal $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Lvl7 = 1 (Active)	Y
Test Case Specification&Result	287	12	NR1L-PowerManagement-278	P-v3→v4:send	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	Send CAN: STATUS_LIN.Batt_ST_Crit = 1 (True)	Y
Test Case Specification&Result	289	12	NR1L-PowerManagement-280	P-v3→v4:send	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	Send CAN: STATUS_LIN.Batt_ST_Crit = 1 (True)	Y
Test Case Specification&Result	295	12	NR1L-PowerManagement-286	P-v3→v4:send	Send the signal $STATUS_LIN.PN14_LS_Actv$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Actv = 1 (Active)	Y
Test Case Specification&Result	295	12	NR1L-PowerManagement-286	P-v3→v4:send	Send the signal $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Lvl7 = 1 (Active)	Y
Test Case Specification&Result	297	12	NR1L-PowerManagement-288	P-v3→v4:send	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	Send CAN: STATUS_LIN.Batt_ST_Crit = 1 (True)	Y
Test Case Specification&Result	349	12	NR1L-PowerManagement-339	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	349	12	NR1L-PowerManagement-339	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	349	12	NR1L-PowerManagement-339	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	349	13	NR1L-PowerManagement-339	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	349	13	NR1L-PowerManagement-339	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	369	12	NR1L-PowerManagement-359	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	369	13	NR1L-PowerManagement-359	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	370	12	NR1L-PowerManagement-360	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	370	13	NR1L-PowerManagement-360	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	371	12	NR1L-PowerManagement-361	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	371	13	NR1L-PowerManagement-361	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	372	12	NR1L-PowerManagement-362	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	372	13	NR1L-PowerManagement-362	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	373	12	NR1L-PowerManagement-363	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	373	13	NR1L-PowerManagement-363	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	374	12	NR1L-PowerManagement-364	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	374	13	NR1L-PowerManagement-364	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	375	12	NR1L-PowerManagement-365	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	375	13	NR1L-PowerManagement-365	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	376	12	NR1L-PowerManagement-366	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	376	13	NR1L-PowerManagement-366	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	377	12	NR1L-PowerManagement-367	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	377	13	NR1L-PowerManagement-367	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	378	12	NR1L-PowerManagement-368	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	378	13	NR1L-PowerManagement-368	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	379	12	NR1L-PowerManagement-369	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	379	13	NR1L-PowerManagement-369	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	380	12	NR1L-PowerManagement-370	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	380	13	NR1L-PowerManagement-370	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	381	12	NR1L-PowerManagement-371	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	381	13	NR1L-PowerManagement-371	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	382	12	NR1L-PowerManagement-372	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	382	13	NR1L-PowerManagement-372	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	383	12	NR1L-PowerManagement-373	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	383	13	NR1L-PowerManagement-373	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	384	12	NR1L-PowerManagement-374	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	384	13	NR1L-PowerManagement-374	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	385	12	NR1L-PowerManagement-375	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	385	13	NR1L-PowerManagement-375	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	386	12	NR1L-PowerManagement-376	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	386	13	NR1L-PowerManagement-376	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	399	12	NR1L-PowerManagement-389	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	399	13	NR1L-PowerManagement-389	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	21		NR1L-PowerManagement-012	X-nav	3. Read the HU display and check that only the Splash Screen is shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	35		NR1L-PowerManagement-026	X-nav	2. Attempt to open a Customer setting screen and check that it is rejected	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	45		NR1L-PowerManagement-036	X-nav	3. Press the HU power button and check that the HU powers up without the Antithe	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	52		NR1L-PowerManagement-043	X-nav	3. Press the HU power button and check that the HU powers up without the Antithe	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	61		NR1L-PowerManagement-052	X-nav	3. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and che	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	62		NR1L-PowerManagement-053	X-nav	3. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	63		NR1L-PowerManagement-054	X-nav	3. Open the auto switch-on setting entry in the HU menu and read the auto switch	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	64		NR1L-PowerManagement-055	X-nav	3. Press the HU power button and check that the HU powers up without the Antithe	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	69		NR1L-PowerManagement-060	X-nav	2. Open the auto switch-on setting entry in the HU menu and read the auto switch	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	72		NR1L-PowerManagement-063	X-nav	5. Read the screen state and check that it is on	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	73		NR1L-PowerManagement-064	X-nav	4. Read the screen state and check that the Screen OFF function is activated	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	74		NR1L-PowerManagement-065	X-nav	4. Read the screen state and check that the Screen On function is activated	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	80		NR1L-PowerManagement-071	X-nav	2. Open the auto switch-on setting entry in the HU menu and read the auto switch	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	94		NR1L-PowerManagement-085	X-nav	2. End the call and check that the call screen is dismissed	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	106		NR1L-PowerManagement-097	X-nav	3. Read the HU screen and check that the rear view camera images are shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	106		NR1L-PowerManagement-097	X-nav	4. Read the HU screen and check that the rear view camera image is shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	107		NR1L-PowerManagement-098	X-nav	2. Read the HU screen and check that the rear view camera images are no longer s	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	110		NR1L-PowerManagement-101	X-nav	3. Read the HU screen and check that no Splash Screen is shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	111		NR1L-PowerManagement-102	X-nav	2. Read the HU screen and check that a Splash Screen is shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	111		NR1L-PowerManagement-102	X-nav	3. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and che	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	112		NR1L-PowerManagement-103	X-nav	4. Read the HU screen and check that no Splash Screen is shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	113		NR1L-PowerManagement-104	X-nav	3. Read the HU screen and check that a Splash Screen is shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	113		NR1L-PowerManagement-104	X-nav	4. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and che	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	114		NR1L-PowerManagement-105	X-nav	2. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and che	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	117		NR1L-PowerManagement-108	X-nav	3. Read the HU screen and check that the rear view camera video is shown alone	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	119		NR1L-PowerManagement-110	X-nav	2. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and che	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	120		NR1L-PowerManagement-111	X-nav	2. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and che	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	121		NR1L-PowerManagement-112	X-nav	2. Read the HU screen and check that a popup asking whether to transfer the call	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	125		NR1L-PowerManagement-116	X-nav	3. Read the HU screen and check that a popup asking whether to transfer the call	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	133		NR1L-PowerManagement-124	X-nav	2. Press the HU power button and check that the HU powers up without the Antithe	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	133		NR1L-PowerManagement-124	X-nav	3. Read the HU screen and check that the Antitheft screens are shown for a time 	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	134		NR1L-PowerManagement-125	X-nav	2. Press the HU power button and check that the HU powers up without the Antithe	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	134		NR1L-PowerManagement-125	X-nav	4. Read the HU screen and check that the Antitheft screens are shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	135		NR1L-PowerManagement-126	X-nav	2. Press the HU power button and check that the HU powers up without the Antithe	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	136		NR1L-PowerManagement-127	X-nav	2. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	136		NR1L-PowerManagement-127	X-nav	4. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	137		NR1L-PowerManagement-128	X-nav	2. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	137		NR1L-PowerManagement-128	X-nav	4. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	138		NR1L-PowerManagement-129	X-nav	2. Press the HU power button and check that the HU powers up without the Antithe	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	139		NR1L-PowerManagement-130	X-nav	2. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	139		NR1L-PowerManagement-130	X-nav	4. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	140		NR1L-PowerManagement-131	X-nav	2. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	140		NR1L-PowerManagement-131	X-nav	4. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	141		NR1L-PowerManagement-132	X-nav	2. Read the HU screen and check that a proper Splash Screen is shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	141		NR1L-PowerManagement-132	X-nav	3. Read the Splash Screen duration and check that it is Response_Wait_Time	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	142		NR1L-PowerManagement-133	X-nav	2. Read the HU screen and check that a proper Splash Screen is shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	142		NR1L-PowerManagement-133	X-nav	3. Read the Splash Screen duration and check that it is Response_Wait_Time	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	143		NR1L-PowerManagement-134	X-nav	2. Read the HU screen and check that no rear view camera images are shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	144		NR1L-PowerManagement-135	X-nav	3. Read the HU screen and check that the rear view camera images are shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	149		NR1L-PowerManagement-140	X-nav	2. Press the HU power button and check that the Antitheft HMI screen is shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	149		NR1L-PowerManagement-140	X-nav	3. Read the HU screen and check that a proper Splash Screen is shown for Respons	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	150		NR1L-PowerManagement-141	X-nav	2. Press the HU power button and check that the HU powers up without the Antithe	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	151		NR1L-PowerManagement-142	X-nav	2. Read the HU screen and check that a proper Splash Screen is shown for Respons	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	152		NR1L-PowerManagement-143	X-nav	2. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and che	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	154		NR1L-PowerManagement-145	X-nav	2. Press the HU power button and check that the HU powers up without the Antithe	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	155		NR1L-PowerManagement-146	X-nav	2. Read the HU screen and check that a proper Splash Screen is shown for Respons	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	156		NR1L-PowerManagement-147	X-nav	2. Press the HU power button and check that the HU powers up without the Antithe	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	157		NR1L-PowerManagement-148	X-nav	4. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and che	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	171		NR1L-PowerManagement-162	X-nav	2. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	172		NR1L-PowerManagement-163	X-nav	2. Open the timeout setting entry in the HU menu and read the timeout setting va	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	173		NR1L-PowerManagement-164	X-nav	1. Browse the menu items offered by the HU	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	173		NR1L-PowerManagement-164	X-nav	2. Read the offered menu items and check that the HU menu items not related to v	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	173		NR1L-PowerManagement-164	X-nav	3. Read the offered menu items and check that no vehicle setup menu item is guar	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	199		NR1L-PowerManagement-190	X-nav	1. Leave the HU in Standby mode without requesting an HMI screen	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	200		NR1L-PowerManagement-191	X-nav	1. Request an HMI screen to be displayed while the HU is in Standby mode	（須查 HMI 來源，R-G71(d)：不造 hop）	N
