B	_seq	_src	C	D	G	H	I	J	K	L	M	N	P	R	AA	AH	F
616	640	vf230_batch08.json	Auto On Driver Comfort - 2 Option	SWE1-VC-AutoOnDriverComfort-2Option-105	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Auto On Driver Comfort - 2 Option setting is displayed as Off -> The Auto On Driver Comfort - 2 Option setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Auto On Driver Comfort - 2 Option"" customer setting is set to Remote_Start_Only"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Auto On Driver Comfort - 2 Option"" customer setting to Off and check that TELEMATIC_VEHICLE_SETUP.RemStNrmlStEnbl_Req = 0 (Off) is transmitted
3. Read the Vehicle Settings menu and check that the Auto On Driver Comfort - 2 Option setting is displayed as Off"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.RemStNrmlStEnbl_Req = 0 (Off) is sent
3. The Auto On Driver Comfort - 2 Option setting is displayed as Off"	VF230_V1_PHDCC27_VF_5783	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
617	641	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-070	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 10 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 10)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 10 and check that TELEMATIC_FD_1.TSI_Offset_Mph_Req = 10 (10) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 10"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Mph_Req = 10 (10) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 10"	VF230_V1_PDT27_VF_6630	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
618	642	vf230_batch08.json	Auto On Driver Comfort - 2 Option	SWE1-VC-AutoOnDriverComfort-2Option-106	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Auto On Driver Comfort - 2 Option setting is displayed as Normal_Start_Only -> The Auto On Driver Comfort - 2 Option setting is displayed as Normal_Start_Only)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Auto On Driver Comfort - 2 Option"" customer setting is set to Off"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Auto On Driver Comfort - 2 Option"" customer setting to Normal_Start_Only and check that TELEMATIC_VEHICLE_SETUP.RemStNrmlStEnbl_Req = 3 (Normal_Start_Only) is transmitted
3. Read the Vehicle Settings menu and check that the Auto On Driver Comfort - 2 Option setting is displayed as Normal_Start_Only"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.RemStNrmlStEnbl_Req = 3 (Normal_Start_Only) is sent
3. The Auto On Driver Comfort - 2 Option setting is displayed as Normal_Start_Only"	VF230_V1_PHDCC27_VF_5782	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
619	643	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-071	Vehicle Setting	Trailer and Signage	"Any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP2.TSI_Offset_Mph = one of [0 (0), 1 (1), 2 (2), 3 (3), 4 (4), 5 (5), 6 (6), 7 (7), 8 (8), 9 (9), 10 (10)]	"1. Send CAN: IPC_VEHICLE_SETUP2.TSI_Offset_Mph = 1 (1)
2. Send CAN: IPC_VEHICLE_SETUP2.TSI_Offset_Mph = 0 (0)
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0"	"1. IPC_VEHICLE_SETUP2.TSI_Offset_Mph = 1 (1) is sent
2. IPC_VEHICLE_SETUP2.TSI_Offset_Mph = 0 (0) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0"	VF230_V1_PDT27_VF_6631	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu	"Upstream Verification Criteria: In which scenario the IPC_VEHICLE_SETUP2.TSI_Offset_Mph signal will be received is not clear
Upstream Verification Method: In which scenario the IPC_VEHICLE_SETUP2.TSI_Offset_Mph signal will be received is not clear"	
620	644	vf230_batch08.json	Auto On Driver Comfort - 2 Option	SWE1-VC-AutoOnDriverComfort-2Option-107	Vehicle Setting	Driver Convenience	"Any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Auto On Driver Comfort - 2 Option setting is displayed as Off -> The Auto On Driver Comfort - 2 Option setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.RemStNrmlStEnbl = one of [0 (Off), 1 (Remote_Start_Only), 2 (Remote_And_Normal_Start), 3 (Normal_Start_Only)]	"1. Send CAN: IPC_VEHICLE_SETUP.RemStNrmlStEnbl = 1 (Remote_Start_Only)
2. Send CAN: IPC_VEHICLE_SETUP.RemStNrmlStEnbl = 0 (Off)
3. Read the Vehicle Settings menu and check that the Auto On Driver Comfort - 2 Option setting is displayed as Off"	"1. IPC_VEHICLE_SETUP.RemStNrmlStEnbl = 1 (Remote_Start_Only) is sent
2. IPC_VEHICLE_SETUP.RemStNrmlStEnbl = 0 (Off) is sent
3. The Auto On Driver Comfort - 2 Option setting is displayed as Off"	VF230_V1_PHDCC27_VF_5781	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
621	645	vf230_batch08.json	Rearview Camera Delay	SWE1-VC-RearviewCameraDelay-111	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Rearview Camera Delay setting is displayed as Off -> The Rearview Camera Delay setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Rearview Camera Delay"" customer setting is set to On"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Rearview Camera Delay"" customer setting to Off and check that TELEMATIC_VEHICLE_SETUP.Backup_Cam_Delay_Req = 0 (Off) is transmitted
3. Read the Vehicle Settings menu and check that the Rearview Camera Delay setting is displayed as Off"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.Backup_Cam_Delay_Req = 0 (Off) is sent
3. The Rearview Camera Delay setting is displayed as Off"	VF230_V1_PHDCC27_VF_5795	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
622	646	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-073	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 1"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 0 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 0 (0) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 0 (0) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0"	VF230_V1_PDT27_VF_6633	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
623	647	vf230_batch08.json	Rearview Camera Delay	SWE1-VC-RearviewCameraDelay-112	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Rearview Camera Delay setting is displayed as On -> The Rearview Camera Delay setting is displayed as On)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Rearview Camera Delay"" customer setting is set to Off"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Rearview Camera Delay"" customer setting to On and check that TELEMATIC_VEHICLE_SETUP.Backup_Cam_Delay_Req = 1 (On) is transmitted
3. Read the Vehicle Settings menu and check that the Rearview Camera Delay setting is displayed as On"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.Backup_Cam_Delay_Req = 1 (On) is sent
3. The Rearview Camera Delay setting is displayed as On"	VF230_V1_PHDCC27_VF_5796	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
624	648	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-074	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 1 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 1)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 1 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 1 (1) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 1"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 1 (1) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 1"	VF230_V1_PDT27_VF_6634	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
625	649	vf230_batch08.json	Rearview Camera Delay	SWE1-VC-RearviewCameraDelay-113	Vehicle Setting	Driver Convenience	"Any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Rearview Camera Delay setting is displayed as Off -> The Rearview Camera Delay setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.Backup_Cam_Delay = one of [0 (Off), 1 (On)]	"1. Send CAN: IPC_VEHICLE_SETUP.Backup_Cam_Delay = 1 (On)
2. Send CAN: IPC_VEHICLE_SETUP.Backup_Cam_Delay = 0 (Off)
3. Read the Vehicle Settings menu and check that the Rearview Camera Delay setting is displayed as Off"	"1. IPC_VEHICLE_SETUP.Backup_Cam_Delay = 1 (On) is sent
2. IPC_VEHICLE_SETUP.Backup_Cam_Delay = 0 (Off) is sent
3. The Rearview Camera Delay setting is displayed as Off"	VF230_V1_PHDCC27_VF_5797	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
626	650	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-075	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 2 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 2)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 2 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 2 (2) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 2"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 2 (2) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 2"	VF230_V1_PDT27_VF_6635	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
627	651	vf230_batch08.json	Rearview Camera Dynamic Guidelines	SWE1-VC-RearviewCameraDynamicGuidelines-117	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines OFF -> The Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines OFF)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Rearview Camera Dynamic Guidelines"" customer setting is set to Dynamic Gridlines ON"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Rearview Camera Dynamic Guidelines"" customer setting to Dynamic Gridlines OFF and check that TELEMATIC_VEHICLE_SETUP.DynamicGrid_Req = 0 (Dynamic Gridlines OFF) is transmitted
3. Read the Vehicle Settings menu and check that the Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines OFF"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.DynamicGrid_Req = 0 (Dynamic Gridlines OFF) is sent
3. The Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines OFF"	VF230_V1_PHDCC27_VF_5799	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
628	652	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-076	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 3 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 3)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 3 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 3 (3) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 3"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 3 (3) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 3"	VF230_V1_PDT27_VF_6636	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
629	653	vf230_batch08.json	Rearview Camera Dynamic Guidelines	SWE1-VC-RearviewCameraDynamicGuidelines-118	Vehicle Setting	Driver Convenience	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines ON -> The Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines ON)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Rearview Camera Dynamic Guidelines"" customer setting is set to Dynamic Gridlines OFF"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Rearview Camera Dynamic Guidelines"" customer setting to Dynamic Gridlines ON and check that TELEMATIC_VEHICLE_SETUP.DynamicGrid_Req = 1 (Dynamic Gridlines ON) is transmitted
3. Read the Vehicle Settings menu and check that the Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines ON"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.DynamicGrid_Req = 1 (Dynamic Gridlines ON) is sent
3. The Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines ON"	VF230_V1_PHDCC27_VF_5800	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
630	654	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-077	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 4 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 4)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 4 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 4 (4) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 4"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 4 (4) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 4"	VF230_V1_PDT27_VF_6637	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
631	655	vf230_batch08.json	Rearview Camera Dynamic Guidelines	SWE1-VC-RearviewCameraDynamicGuidelines-119	Vehicle Setting	Driver Convenience	"Any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines OFF -> The Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines OFF)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.DynamicGrid = one of [0 (Dynamic Gridlines OFF), 1 (Dynamic Gridlines ON)]	"1. Send CAN: IPC_VEHICLE_SETUP.DynamicGrid = 1 (Dynamic Gridlines ON)
2. Send CAN: IPC_VEHICLE_SETUP.DynamicGrid = 0 (Dynamic Gridlines OFF)
3. Read the Vehicle Settings menu and check that the Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines OFF"	"1. IPC_VEHICLE_SETUP.DynamicGrid = 1 (Dynamic Gridlines ON) is sent
2. IPC_VEHICLE_SETUP.DynamicGrid = 0 (Dynamic Gridlines OFF) is sent
3. The Rearview Camera Dynamic Guidelines setting is displayed as Dynamic Gridlines OFF"	VF230_V1_PHDCC27_VF_5801	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
632	656	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-078	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 5 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 5)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 5 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 5 (5) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 5"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 5 (5) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 5"	VF230_V1_PDT27_VF_6638	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
633	657	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-079	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 6 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 6)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 6 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 6 (6) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 6"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 6 (6) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 6"	VF230_V1_PDT27_VF_6639	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
634	658	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-080	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 7 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 7)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 7 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 7 (7) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 7"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 7 (7) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 7"	VF230_V1_PDT27_VF_6640	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
635	659	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-081	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 8 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 8)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 8 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 8 (8) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 8"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 8 (8) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 8"	VF230_V1_PDT27_VF_6641	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
636	660	vf230_batch08.json	SWITCH 5 Type	SWE1-VC-SWITCH5Type-045	Vehicle Setting	Auxiliary Switches	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the SWITCH 5 Type setting is displayed as Latching -> The SWITCH 5 Type setting is displayed as Latching)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""SWITCH 5 Type"" customer setting is set to Momentary"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""SWITCH 5 Type"" customer setting to Latching and check that TELEMATIC_FD_1.AUX5_TYPE_Req = 0 (Latching) is transmitted
3. Read the Vehicle Settings menu and check that the SWITCH 5 Type setting is displayed as Latching"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.AUX5_TYPE_Req = 0 (Latching) is sent
3. The SWITCH 5 Type setting is displayed as Latching"	VF230_V1_PDT27_VF_6265	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
637	661	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-082	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 9 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 9)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 9 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 9 (9) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 9"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 9 (9) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 9"	VF230_V1_PDT27_VF_6642	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
